dataset,sample_id,original_sample_id,split,split_rule
MixedDoc,mixeddoc_00268,010403_00591,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00269,010403_00607,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00270,010403_00619,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00271,010403_00640,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00272,010403_00644,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00273,010503_00351,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00274,010503_00380,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00275,010503_00384,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00276,010503_00386,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00277,010503_00389,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00278,010503_00407,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00279,010503_00409,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00280,010503_00419,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00281,010503_00628,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00282,010503_00648,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00283,010503_00674,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00284,010503_00675,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00285,010602_00007,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00286,010602_00008,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00287,010602_00009,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00288,010602_00020,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00289,010602_00024,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00290,010602_00025,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00291,010602_00027,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00292,010602_00039,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00293,010602_00043,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00294,010602_00061,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00295,010602_00093,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00296,010602_00102,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00297,010602_00103,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00298,010602_00123,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00299,010602_00135,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00300,010602_00145,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00301,010602_00148,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00302,010602_00155,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00303,010602_00169,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00304,010602_00184,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00305,010602_00200,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00306,010602_00208,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00307,010602_00217,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00308,010602_00218,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00309,010602_00221,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00310,010602_00228,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00311,010602_00244,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00312,010603_00002,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00313,010603_00018,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00314,010603_00036,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00315,010603_00038,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00316,010603_00039,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00317,010603_00043,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00318,010603_00044,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00319,010603_00049,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00320,010603_00051,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00321,010603_00052,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00322,010603_00062,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00323,010603_00064,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00324,010603_00066,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00325,010603_00071,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00326,010603_00072,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00327,010603_00073,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00328,010603_00074,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00329,010603_00086,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00330,010603_00087,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00331,010603_00088,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00332,010603_00091,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00333,010603_00094,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00334,010603_00095,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00335,010603_00096,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00336,010603_00097,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00337,010603_00098,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00338,010603_00099,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00339,010603_00105,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00340,010603_00107,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00341,010702_00018,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00342,010702_00023,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00343,010702_00026,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00344,010702_00030,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00345,010702_00037,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00346,010702_00042,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00347,010702_00045,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00348,010702_00046,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00349,010702_00048,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00350,010702_00066,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00351,010702_00067,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00352,010702_00072,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00353,010702_00088,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00354,010702_00092,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00355,010702_00094,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00356,010702_00106,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00357,010702_00114,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00358,010702_00120,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00359,010702_00127,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00360,010702_00142,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00361,010702_00165,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00362,010702_00191,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00363,010702_00198,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00364,010702_00200,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00365,010702_00207,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00366,010702_00208,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00367,010702_00210,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00368,010702_00220,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00369,010703_00003,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00370,010703_00004,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00371,010703_00016,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00372,010703_00020,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00373,010703_00026,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00374,010703_00035,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00375,010703_00044,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00376,010703_00053,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00377,010703_00063,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00378,010703_00064,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00379,010703_00071,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00380,010703_00079,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00381,010703_00085,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00382,010703_00089,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00383,010703_00096,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00384,010703_00112,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00385,010703_00117,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00386,010703_00129,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00387,010703_00135,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00388,010703_00151,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00389,010703_00165,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00390,010703_00168,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00391,010703_00183,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00392,010703_00199,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00393,010703_00202,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00394,010703_00203,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00395,010802_00030,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00396,010802_00061,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00397,010802_00062,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00398,010802_00067,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00399,010802_00074,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00400,010802_00094,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00401,010802_00102,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00402,010802_00104,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00403,010802_00109,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00404,010802_00132,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00405,010802_00133,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00406,010802_00134,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00407,010802_00136,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00408,010802_00146,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00409,010802_00151,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00410,010802_00154,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00411,010802_00171,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00412,010802_00179,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00413,010802_00195,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00414,010802_00215,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00415,010802_00219,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00416,010802_00223,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00417,010802_00271,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00418,010802_00328,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00419,010802_00329,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00420,010803_00020,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00421,010803_00032,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00422,010803_00035,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00423,010803_00049,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00424,010803_00065,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00425,010803_00068,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00426,010803_00099,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00427,010803_00106,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00428,010803_00114,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00429,010803_00126,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00430,010803_00131,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00431,010803_00152,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00432,010803_00167,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00433,010803_00176,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00434,010803_00185,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00435,010803_00187,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00436,010803_00188,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00437,010803_00192,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00438,010803_00193,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00439,010803_00204,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00440,010803_00219,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00441,010803_00240,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00442,010803_00287,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00443,010803_00297,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00444,010803_00307,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00445,010803_00317,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00446,010803_00347,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00447,010803_00355,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00448,010803_00394,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00449,010902_00002,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00450,010902_00003,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00451,010902_00004,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00452,010902_00009,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00453,010902_00010,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00454,010902_00032,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00455,010902_00070,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00456,010902_00109,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00457,010902_00110,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00458,010902_00173,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00459,010903_00057,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00460,010903_00078,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00461,010903_00093,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00462,010903_00100,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00463,010903_00113,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00464,010903_00124,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00465,010903_00126,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00466,010903_00129,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00467,010903_00142,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00468,010903_00147,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00469,010903_00164,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00470,010903_00165,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00471,010903_00167,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00472,010903_00172,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00473,010903_00179,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00474,010903_00198,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00475,010903_00207,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00476,010903_00219,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00477,010903_00221,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00478,010903_00224,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00479,010903_00229,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00480,010903_00243,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00481,010903_00244,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00482,0301_0000_0011,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00483,0301_0000_0019,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00484,0301_0000_0020,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00485,0301_0000_0022,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00486,0301_0000_0027,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00487,0301_0000_0047,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00488,0301_0000_0057,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00489,0301_0000_0071,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00490,0301_0000_0075,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00491,0301_0000_0082,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00492,0301_0002_0012,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00493,0301_0002_0017,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00494,0301_0002_0021,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00495,0301_0002_0028,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00496,0301_0002_0029,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00497,0301_0002_0036,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00498,0301_0002_0045,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00499,0301_0002_0046,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00500,0301_0002_0054,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00501,0301_0002_0061,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00502,0301_0002_0068,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00503,0301_0002_0070,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00504,0301_0003_0006,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00505,0301_0003_0020,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00506,0301_0003_0022,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00507,0301_0003_0023,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00508,0301_0003_0049,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00509,0301_0003_0057,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00510,0301_0003_0077,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00511,0301_0004_0009,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00512,0301_0004_0025,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00513,0301_0004_0039,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00514,0301_0004_0047,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00515,0301_0004_0057,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00516,0301_0004_0058,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00517,0301_0004_0081,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00518,0301_0005_0015,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00519,0301_0005_0017,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00520,0301_0005_0036,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00521,0301_0005_0045,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00522,0301_0005_0049,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00523,0301_0005_0053,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00524,0301_0005_0060,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00525,0301_0005_0072,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00526,0301_0006_0008,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00527,0301_0006_0062,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00528,0301_0006_0071,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00529,0301_0006_0078,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00530,0301_0007_0011,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00531,0301_0007_0016,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00532,0301_0007_0022,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
